1438.32	the goal is to build a complete ready to
1439.92	execute go to market kit for our product
1441.92	and save it in this project. The product
1443.84	is obviously our web app. We have our
1445.68	ICP here. And what's really cool is
1447.36	inside of the goal, we're able to
1448.80	leverage sub aents. So use parallel sub
1451.04	aents, one per deliverable. So there
1452.48	should be six and they each have their
1453.84	own context. And they're each going to
1455.28	produce different files that don't
1456.48	overwrite each other. So this is what
1458.00	we're having it create. And yet down
1459.44	here you can see that I defined when
1461.28	this thing is done, which is that all
1462.80	six files exist and none of them are
1464.80	empty. The market research has six plus
1466.56	competitors. The personalized drafts has
1468.48	25 number drafts. Things like this. The
1470.16	more objective you can be with your
1471.28	goal, the better that it's actually
1472.64	going to work because obviously it's
1474.16	going to keep working until it thinks
1475.36	that it's done. You also will notice
1476.72	that in here I said after the sub agents
1478.80	finished, run a verification pass
1480.32	yourself. So open each file, confirm
1482.48	that it meets the bar, fix anything thin
1484.48	or generic before you declare yourself
1486.08	done. And so this is just going to run.
1487.60	And now because I frontloaded all of my
1489.68	thinking into that prompt and set the
1491.20	goal, I can just kind of walk away and
1492.88	do whatever I want until this is done.
1494.48	So this will be running in the bottom
1495.68	right. It'll say goal active. It'll tell
1497.20	us how long the goal has been running
1498.48	and then when it's done it'll say goal
1500.32	done. So I'll check in with you guys
1501.52	when we actually have that finished goal
1503.12	back. All right, so that just finished
1504.40	up as you can see and it only took about
1506.00	8 minutes. So one thing about the goal
1507.84	is just because it's a goal and just
1509.36	because it has a loop ability doesn't
1511.04	mean you have to set goals that are
1512.40	going to run for hours and hours. I use
1514.48	goal a lot and most of the time I use
1516.00	goal. It's runs that take less than, you
1517.92	know, 20 to 30 minutes because I'm able
1519.76	to just be super clear about my prompt
1521.20	and just have more confidence that it's
1522.72	going to achieve the goal. So 8 minutes
1524.64	we have our six different files and keep
1526.24	in mind this spun up six different sub
1527.76	aents and all of the sub aents were
1529.36	working on their files independent in
1531.28	parallel. So that's another reason why
1532.80	this was able to go pretty fast. But all
1534.48	of these have been verified. All of
1535.84	these have been checked and now it would
1537.52	be on us to be able to look at the
1539.04	positioning, the market research, the
1540.48	launch plan, the outreach templates, the
1541.92	outreach drafts and the content
1543.36	calendar. And because we've looped
1544.80	together all of these upgrades and all
1546.24	of these skills, we're in a really good
1547.68	spot now to be able to start executing
1549.28	on this vision. And think about this, in
1551.12	total, all of these demos probably took
1553.20	me under an hour. And so if you really
1554.88	wanted to go, you know, start like spin
1556.56	up a business like this, you're going to
1557.92	put more than just an hour in. But think
1559.60	about if you put in like a week of
1561.36	focused work with all of these
1562.72	strategies, ideation, building things
1564.40	out, and then having this full launch
1565.84	plan and all of this stuff ready to go.
1567.44	Where could that take you? And how could
1568.72	you have just leveraged cloud code to be
1570.48	able to have done something that
1571.60	probably would have taken a team of 10
1573.44	and probably would have taken more time.
1574.88	So just to show you what's in here, if I
1576.24	click on the go to market, we can see,
1577.84	let's just first look at the
1578.72	positioning. We have our ICP. We have
1581.52	our segment A, our segment B, our core
1583.84	offer, our tier ladder. Looks like
1585.68	pricing got locked at 1939 and 999 per
1588.40	month. We have upgrade logic. We have
1590.32	our oneline value prop. And we have our
1592.56	three sharpest objections with
1594.00	rebuttals. So I could use chatbt for
1595.76	that. We have I don't post on LinkedIn
1597.20	enough to need this. AI posts sound fake
1599.04	and will hurt my brand. So we have good
1601.04	rebuttals for all of those. And we could
1602.40	obviously come through, read all of
1603.76	this, and put our own personal touch on
1605.20	it. We've also got our market research.
1606.80	So, we've got our product, our wedge,
1608.24	our ICP, competitors, which found looks
1610.80	like seven of them, and we said it
1612.48	needed at least seven, I believe. We
1613.76	have some adjacent ones as well. We've
1615.12	got a full comparison table of these.
1616.72	We've got where cadence fits, why $19 is
1619.28	the right entry price. So, as you can
1621.20	see, all of our sources are here. This
1622.56	is very in-depth. We've also got our
1624.24	launch plan. So, this is a 14-day launch
1626.24	plan, which we would basically just be
1627.84	able to follow. We've got our outreach,
1629.92	and then we would start making our
1631.36	content based on this calendar. So
1632.96	anyways, that is how we're able to
1634.48	leverage sub agents, goals, automations,
1636.80	other things like that to make sure that
1638.00	you stop being the bottleneck. You are
1639.52	very much changing from the builder and
1641.44	producer to the problem solver, the
1643.28	decision maker, the reviewer, the judge.
1645.36	That's how you need to leverage this
1646.80	type of technology to help you grow your
1648.32	business, to help you make more money.
1649.76	So that was the four upgrades. Stop
1652.24	letting it agree with you so you build
1653.60	the right thing. Make it check its own
1654.88	work so you ship stuff that actually
1656.32	works. Manage your context so Claude
1658.08	stays [music] sharp. And stop being the
1659.60	bottleneck. Use sub agents. use /goal so
1662.24	that stuff can run without you. So now
1664.00	you can use these upgrades to make more
1665.36	money using Claude. You can get
1666.64	everything that I talked about today
1667.68	inside of my free school community.
1669.04	There you'll also find hundreds of free
1670.64	resources and courses [music] and over
1672.24	400,000 people building with Claude. And
1674.08	if you're ready to go deeper and build
1675.36	an AI business, then you can join my
1677.04	plus community where we hop on weekly
1678.48	calls [music] to answer your questions.
1680.32	The link for both of those communities
1681.52	is in the description. But anyways, that
1683.04	is going to do it for this one. So if
1684.32	you guys enjoyed the video or you
1685.36	learned something new, please give it a
1686.48	like. It helps me out a ton. And as
1687.84	always, I appreciate you guys made it to
1689.12	the end of the video and I'll see you
1690.40	all in the next one.
